reaction,healthy_only,covid_only,shared,n_healthy_active,n_covid_active
HMR_8329,False,False,False,0,0
HMR_8336,False,False,False,0,0
HMR_8339,False,False,False,0,0
HMR_8343,False,False,True,5,4
HMR_8354,False,False,True,5,3
HMR_8364,False,False,True,5,4
HMR_8408,False,False,True,5,4
HMR_8429,False,False,True,2,1
HMR_8515,True,False,False,2,0
HMR_8520,False,False,True,4,4
HMR_8536,True,False,False,3,0
HMR_8551,False,True,False,0,1
HMR_8593,False,True,False,0,1
HMR_8612,False,False,True,5,4
HMR_8618,False,False,True,4,4
HMR_8629,False,True,False,0,1
HMR_8631,False,True,False,0,2
HMR_8632,False,False,True,3,1
HMR_8633,False,False,True,1,3
HMR_8635,False,True,False,0,2
HMR_8658,False,False,True,3,2
HMR_8659,False,False,True,2,2
HMR_8660,False,False,False,0,0
HMR_8670,False,False,False,0,0
HMR_8671,False,True,False,0,1
HMR_8676,False,False,True,4,4
HMR_8677,False,True,False,0,1
HMR_8678,False,False,False,0,0
HMR_8679,False,False,False,0,0
HMR_8686,False,False,True,5,4
HMR_8714,False,False,True,5,4
HMR_8718,False,False,True,5,4
HMR_8720,False,False,True,1,2
HMR_8721,False,False,True,5,4
HMR_8723,False,False,True,1,2
HMR_8730,False,False,False,0,0
HMR_8733,False,False,True,5,4
HMR_8734,False,False,True,5,4
HMR_8735,False,False,False,0,0
HMR_8736,False,False,True,3,2
HMR_8797,False,False,True,5,4
HMR_8798,True,False,False,2,0
HMR_8846,False,False,True,5,3
HMR_8847,False,False,False,0,0
HMR_8850,False,False,False,0,0
HMR_8852,True,False,False,1,0
HMR_8853,True,False,False,1,0
HMR_8854,False,False,False,0,0
HMR_8861,False,False,True,5,3
HMR_8863,False,False,False,0,0
HMR_8864,False,False,False,0,0
HMR_8865,False,False,False,0,0
HMR_8866,False,False,False,0,0
HMR_8867,False,False,True,5,4
HMR_8870,False,False,False,0,0
HMR_8872,False,False,False,0,0
HMR_8873,False,False,False,0,0
HMR_8876,False,False,False,0,0
HMR_8877,False,False,False,0,0
HMR_8878,False,False,False,0,0
HMR_8879,False,False,True,2,2
HMR_8881,False,False,False,0,0
HMR_8883,False,False,True,5,4
HMR_8884,False,False,True,2,2
HMR_8889,False,True,False,0,3
HMR_8892,False,False,False,0,0
HMR_8893,False,False,True,5,4
HMR_8896,False,False,False,0,0
HMR_8898,False,True,False,0,1
HMR_8899,False,False,False,0,0
HMR_8901,False,False,True,5,4
HMR_8903,False,False,False,0,0
HMR_8905,False,False,False,0,0
HMR_8907,False,False,True,4,2
HMR_8911,False,False,True,2,1
HMR_8912,False,False,False,0,0
HMR_8913,False,False,True,5,4
HMR_8917,False,False,True,1,1
HMR_8922,False,False,False,0,0
HMR_8923,False,False,False,0,0
HMR_8924,False,False,False,0,0
HMR_8925,False,False,True,5,4
HMR_8929,False,True,False,0,1
HMR_8930,False,False,False,0,0
HMR_8931,False,False,False,0,0
HMR_8932,False,False,False,0,0
HMR_8933,False,False,False,0,0
HMR_8934,False,True,False,0,2
HMR_8935,False,True,False,0,2
HMR_8936,False,False,True,1,1
HMR_8937,False,True,False,0,1
HMR_8938,False,False,False,0,0
HMR_8939,False,False,False,0,0
HMR_8940,False,False,False,0,0
HMR_8941,False,False,False,0,0
HMR_8942,False,False,False,0,0
HMR_8943,False,False,True,2,1
HMR_8944,False,False,False,0,0
HMR_8945,False,False,False,0,0
HMR_8946,False,False,False,0,0
HMR_8947,False,False,False,0,0
HMR_9176,False,False,False,0,0
HMR_9178,False,False,True,1,2
HMR_9180,False,False,True,5,4
HMR_9187,False,True,False,0,3
HMR_9189,False,False,False,0,0
HMR_9190,False,False,True,1,1
HMR_9191,False,True,False,0,1
HMR_9192,False,False,True,2,2
HMR_9193,False,False,True,5,3
HMR_9195,False,False,True,5,4
HMR_9197,False,False,True,1,2
HMR_9198,False,False,True,1,1
HMR_9590,False,False,True,1,1
HMR_9591,False,False,False,0,0
HMR_9592,False,True,False,0,1
HMR_9593,False,False,False,0,0
HMR_9594,False,False,False,0,0
HMR_9595,False,False,True,1,1
HMR_9596,False,False,False,0,0
HMR_9597,False,False,False,0,0
HMR_9598,True,False,False,1,0
HMR_9599,False,True,False,0,1
HMR_9600,False,False,False,0,0
HMR_9601,True,False,False,1,0
HMR_9602,False,False,False,0,0
HMR_9603,False,False,False,0,0
HMR_9604,False,False,False,0,0
HMR_9605,False,False,True,2,3
HMR_9606,False,True,False,0,1
HMR_9607,False,True,False,0,2
HMR_9608,False,False,True,5,4
HMR_9609,False,True,False,0,1
HMR_9611,False,True,False,0,2
HMR_9612,False,False,True,2,2
HMR_9613,False,True,False,0,1
HMR_9614,False,False,False,0,0
HMR_9615,False,True,False,0,1
HMR_9616,False,True,False,0,1
HMR_9617,False,False,True,2,2
HMR_9618,False,False,True,5,4
HMR_9619,False,False,True,3,2
HMR_9620,False,False,False,0,0
HMR_9621,False,True,False,0,1
HMR_9622,False,False,False,0,0
HMR_9623,False,True,False,0,1
HMR_9624,True,False,False,1,0
HMR_9636,False,False,True,5,2
HMR_9638,False,False,True,4,4
HMR_9639,False,False,True,3,2
HMR_9640,False,False,True,5,4
HMR_9641,False,False,True,3,3
HMR_9642,False,False,False,0,0
HMR_9643,False,False,False,0,0
HMR_9644,False,False,False,0,0
HMR_9645,False,False,False,0,0
HMR_9646,False,False,False,0,0
HMR_9647,False,False,False,0,0
HMR_9648,False,False,False,0,0
HMR_9649,False,False,True,4,3
HMR_9650,False,False,True,2,4
HMR_9651,False,False,False,0,0
HMR_9652,False,False,True,4,2
HMR_9655,False,True,False,0,1
HMR_9656,False,False,True,3,2
HMR_9657,False,False,True,5,4
HMR_9659,False,False,False,0,0
HMR_9660,False,False,True,3,2
HMR_9661,False,False,True,4,2
HMR_9662,False,False,True,2,3
HMR_9720,False,False,False,0,0
HMR_9728,False,False,True,5,4
HMR_9737,False,False,True,2,3
HMR_8071,False,False,True,5,4
HMR_4312,False,False,True,5,4
HMR_8428,False,False,True,5,3
HMR_8430,False,False,True,1,2
HMR_8022,False,False,True,4,4
HMR_8070,False,False,True,1,1
HMR_9015,False,False,True,4,4
HMR_9019,False,False,True,5,4
HMR_0157,False,False,True,2,2
HMR_0158,False,False,True,5,4
HMR_0166,False,False,True,2,3
HMR_0169,False,False,True,5,4
HMR_0172,False,False,True,4,4
HMR_0175,False,False,True,4,4
HMR_0178,False,False,True,4,4
HMR_0182,False,False,True,5,4
HMR_0185,False,False,True,4,3
HMR_0446,False,False,True,5,4
HMR_0578,False,False,True,5,4
HMR_0587,False,False,True,3,2
HMR_0962,False,False,True,5,4
HMR_1145,False,False,True,5,4
HMR_1173,False,False,True,5,3
HMR_1187,False,False,True,5,4
HMR_1215,False,False,True,5,3
HMR_1243,False,False,True,5,4
HMR_1267,False,True,False,0,2
HMR_1284,False,False,True,5,4
HMR_1572,False,False,True,4,4
HMR_1602,False,False,True,4,4
HMR_1915,False,False,True,1,3
HMR_1925,True,False,False,1,0
HMR_1930,False,False,True,5,2
HMR_1936,False,False,True,5,3
HMR_1994,False,False,False,0,0
HMR_1997,False,True,False,0,1
HMR_2008,False,False,False,0,0
HMR_2012,False,False,False,0,0
HMR_2116,False,False,True,2,2
HMR_2127,False,False,True,4,4
HMR_2141,False,False,True,5,4
HMR_2590,False,False,True,1,1
HMR_3746,False,False,True,5,4
HMR_3762,False,False,True,5,4
HMR_3789,False,False,True,3,2
HMR_3818,False,False,True,5,4
HMR_3825,False,False,False,0,0
HMR_3863,False,False,True,5,4
HMR_3864,False,False,False,0,0
HMR_3946,False,False,True,1,3
HMR_3949,False,False,True,3,2
HMR_3950,False,False,True,4,4
HMR_3952,False,False,True,5,4
HMR_3954,False,False,True,5,4
HMR_3971,False,False,False,0,0
HMR_4184,False,False,False,0,0
HMR_4205,False,False,False,0,0
HMR_4237,False,False,True,5,4
HMR_4266,False,False,True,5,4
HMR_4367,False,False,True,3,4
HMR_4684,False,False,False,0,0
HMR_4692,False,False,True,5,4
HMR_4720,False,False,True,5,4
HMR_4729,False,False,True,5,4
HMR_4738,False,False,True,5,4
HMR_4743,False,False,True,5,4
HMR_4754,True,False,False,4,0
HMR_4756,False,False,True,3,1
HMR_4760,False,False,True,5,4
HMR_4843,False,False,True,3,2
HMR_4850,False,False,False,0,0
HMR_4851,False,False,True,5,3
HMR_4852,False,False,True,5,4
HMR_4854,False,False,True,4,3
HMR_4855,False,False,True,5,4
HMR_4862,False,False,False,0,0
HMR_4863,False,False,True,5,4
HMR_4864,False,False,True,4,4
HMR_4865,False,False,False,0,0
HMR_4867,False,False,True,5,4
HMR_4868,False,False,True,5,4
HMR_4870,False,False,False,0,0
HMR_4871,False,False,True,5,4
HMR_4872,False,False,True,5,4
HMR_4874,False,False,True,5,4
HMR_4888,False,False,False,0,0
HMR_4898,False,False,True,4,4
HMR_4905,False,False,False,0,0
HMR_4914,False,False,True,3,4
HMR_4922,False,False,True,5,4
HMR_4926,False,False,True,5,4
HMR_4940,False,False,False,0,0
HMR_4944,False,False,True,5,4
HMR_4951,False,False,True,3,2
HMR_4953,False,False,True,5,4
HMR_4959,False,False,True,5,4
HMR_4963,False,False,False,0,0
HMR_4964,False,False,True,3,4
HMR_4971,False,False,True,4,4
HMR_4972,False,False,True,5,4
HMR_4957,True,False,False,2,0
HMR_4977,False,False,True,2,1
HMR_4979,False,False,True,5,4
HMR_4997,False,False,True,5,4
HMR_4998,False,False,True,3,3
HMR_5006,False,False,True,5,4
HMR_5014,False,False,True,2,2
HMR_5015,False,False,True,5,4
HMR_5016,False,False,False,0,0
HMR_5022,True,False,False,3,0
HMR_5031,False,False,True,5,4
HMR_5033,False,False,True,4,3
HMR_5036,False,False,True,5,2
HMR_5043,False,False,True,5,4
HMR_5046,False,False,True,5,4
HMR_5096,False,False,True,5,4
HMR_5099,False,False,False,0,0
HMR_5101,False,False,False,0,0
HMR_5102,False,False,False,0,0
HMR_5105,True,False,False,2,0
HMR_5107,False,False,False,0,0
HMR_5109,False,False,False,0,0
HMR_5112,False,False,True,3,4
HMR_5113,False,False,True,2,1
HMR_5114,False,False,True,5,4
HMR_5115,False,False,False,0,0
HMR_5116,False,False,False,0,0
HMR_5117,False,False,True,5,4
HMR_5118,False,False,False,0,0
HMR_5121,False,False,True,5,4
HMR_5122,False,False,True,5,3
HMR_5124,False,False,True,5,4
HMR_5125,False,False,False,0,0
HMR_5126,False,False,True,5,4
HMR_5222,False,False,False,0,0
HMR_5225,True,False,False,1,0
HMR_5292,False,False,True,5,4
HMR_5304,False,False,True,4,4
HMR_5348,False,False,True,5,4
HMR_5349,False,False,False,0,0
HMR_5361,False,False,True,5,4
HMR_5411,False,False,True,3,3
HMR_5420,False,False,True,5,4
HMR_5426,False,False,True,4,3
HMR_6276,False,False,True,5,4
HMR_6277,False,False,True,5,4
HMR_6286,False,False,True,3,1
HMR_6287,False,True,False,0,1
HMR_6288,False,True,False,0,1
HMR_6289,False,False,True,2,2
HMR_6290,False,True,False,0,2
HMR_6291,False,False,True,2,2
HMR_6292,False,False,True,2,1
HMR_6293,True,False,False,1,0
HMR_6294,True,False,False,1,0
HMR_6295,False,False,True,1,1
HMR_6296,False,False,False,0,0
HMR_6297,False,False,True,2,2
HMR_6298,False,False,True,5,4
HMR_6299,False,False,False,0,0
HMR_6300,False,False,True,2,2
HMR_6301,False,False,False,0,0
HMR_6302,False,True,False,0,1
HMR_6303,False,False,False,0,0
HMR_6304,True,False,False,3,0
HMR_6305,False,False,False,0,0
HMR_6306,False,False,True,1,2
HMR_6307,False,False,True,2,1
HMR_6308,False,False,False,0,0
HMR_6309,False,False,True,4,4
HMR_6310,False,False,False,0,0
HMR_6311,False,False,True,1,3
HMR_6312,False,False,False,0,0
HMR_6313,True,False,False,2,0
HMR_6314,False,False,False,0,0
HMR_6315,False,False,False,0,0
HMR_6316,False,False,False,0,0
HMR_6317,False,True,False,0,1
HMR_6318,True,False,False,1,0
HMR_6321,False,False,False,0,0
HMR_6323,False,False,False,0,0
HMR_6324,True,False,False,2,0
HMR_6325,False,False,False,0,0
HMR_6326,False,False,False,0,0
HMR_6327,False,False,False,0,0
HMR_6328,False,False,True,5,4
HMR_6330,False,False,False,0,0
HMR_6331,False,False,False,0,0
HMR_6332,False,True,False,0,2
HMR_6333,False,True,False,0,1
HMR_6334,False,False,False,0,0
HMR_6335,False,True,False,0,1
HMR_6336,False,True,False,0,1
HMR_6337,False,True,False,0,1
HMR_6338,False,True,False,0,2
HMR_6339,False,False,True,3,1
HMR_6340,False,True,False,0,1
HMR_6341,False,False,False,0,0
HMR_6342,False,False,False,0,0
HMR_6343,False,True,False,0,1
HMR_6389,False,False,False,0,0
HMR_6391,False,False,True,3,3
HMR_6438,False,False,True,5,4
HMR_6454,False,False,True,5,4
HMR_6469,False,False,True,5,4
HMR_6481,False,False,True,5,4
HMR_6513,False,False,True,5,4
HMR_6521,False,False,True,5,4
HMR_6522,False,False,True,5,3
HMR_6781,False,False,True,4,4
HMR_6890,False,False,True,5,3
HMR_6902,False,False,True,5,4
HMR_7638,False,False,True,3,1
HMR_7708,False,False,True,5,4
HMR_7719,False,False,True,5,4
HMR_7723,False,False,True,1,4
HMR_7757,False,False,True,5,4
HMR_7758,False,False,True,5,4
HMR_7769,False,False,True,5,4
HMR_7804,False,False,True,5,4
HMR_7806,False,False,True,5,4
HMR_7808,False,False,True,5,3
HMR_7810,False,False,True,5,4
HMR_7812,False,False,True,5,4
HMR_7814,False,False,True,5,4
HMR_7815,True,False,False,1,0
HMR_7816,False,False,False,0,0
HMR_7818,False,False,True,4,3
HMR_7820,False,False,True,5,4
HMR_7822,False,False,True,4,4
HMR_7824,False,False,True,4,4
HMR_7825,False,True,False,0,1
HMR_7826,False,False,False,0,0
HMR_7827,False,False,False,0,0
HMR_7828,False,True,False,0,1
HMR_7829,False,False,False,0,0
HMR_7830,False,False,False,0,0
HMR_7831,False,True,False,0,1
HMR_7832,False,True,False,0,1
HMR_7833,False,False,False,0,0
HMR_7834,False,False,False,0,0
HMR_7835,False,True,False,0,1
HMR_7836,False,False,False,0,0
HMR_7837,True,False,False,1,0
HMR_7838,False,False,False,0,0
HMR_7839,False,False,False,0,0
HMR_7840,False,True,False,0,1
HMR_7841,False,False,False,0,0
HMR_7842,False,False,False,0,0
HMR_7843,False,False,False,0,0
HMR_7844,False,True,False,0,1
HMR_7845,False,True,False,0,1
HMR_7846,False,False,False,0,0
HMR_7847,False,False,False,0,0
HMR_7848,True,False,False,1,0
HMR_7849,False,False,True,1,2
HMR_7850,False,True,False,0,2
HMR_7851,False,False,False,0,0
HMR_7852,False,False,True,1,1
HMR_7853,False,True,False,0,1
HMR_7854,False,True,False,0,2
HMR_7914,False,False,True,5,4
HMR_7917,False,False,True,3,4
HMR_7923,False,False,True,2,2
HMR_8000,False,False,True,3,2
HMR_8009,False,False,True,5,4
HMR_8089,False,False,True,5,4
HMR_8093,False,False,True,1,1
HMR_8099,False,False,True,1,1
HMR_8120,False,False,True,5,4
HMR_8122,False,False,True,3,4
HMR_8124,False,False,True,3,4
HMR_8126,False,False,True,4,2
HMR_8128,False,False,True,2,2
HMR_8356,False,False,True,5,4
HMR_8365,False,False,False,0,0
HMR_8411,False,False,True,5,4
HMR_8438,False,False,True,5,4
HMR_8475,False,False,True,4,4
HMR_8505,False,False,True,5,4
HMR_8510,False,False,True,5,4
HMR_8513,False,False,True,3,3
HMR_8528,False,False,True,3,3
HMR_8532,False,False,True,4,4
HMR_8562,False,False,True,5,4
HMR_8614,False,False,True,5,4
HMR_8627,True,False,False,4,0
HMR_8657,False,False,True,4,4
HMR_8680,False,False,False,0,0
HMR_8731,False,False,True,4,4
HMR_8741,False,False,True,4,4
HMR_8742,False,False,True,5,4
HMR_8745,False,False,True,5,4
HMR_8747,False,False,True,3,3
HMR_8776,False,False,True,5,4
HMR_8890,False,False,True,4,4
HMR_8891,False,False,True,5,4
HMR_9194,False,False,True,5,4
HMR_9675,False,False,True,5,4
HMR_9676,False,False,True,4,2
HMR_9677,False,False,True,5,4
HMR_9014,False,False,True,5,4
HMR_0713,False,False,True,5,4
HMR_1104,False,False,True,5,4
HMR_1135,False,False,True,1,2
HMR_1144,False,False,True,5,4
HMR_1172,False,False,True,5,3
HMR_1188,False,False,True,5,4
HMR_1214,False,False,True,5,3
HMR_1242,False,False,True,5,4
HMR_1268,False,False,True,3,2
HMR_1283,False,False,True,5,4
HMR_1286,False,False,True,5,4
HMR_1443,False,False,True,3,2
HMR_2407,False,False,True,5,3
HMR_2509,False,False,True,5,3
HMR_2547,False,False,False,0,0
HMR_2575,False,False,True,5,3
HMR_3007,False,False,True,5,4
HMR_3008,False,False,True,5,4
HMR_3011,False,False,True,5,4
HMR_3013,False,False,True,5,4
HMR_3014,False,False,True,5,4
HMR_3017,False,False,True,5,4
HMR_3018,False,False,True,2,3
HMR_3019,False,False,True,4,3
HMR_3020,False,False,True,5,3
HMR_3021,False,False,True,2,3
HMR_3022,False,False,True,5,4
HMR_3023,False,False,True,5,4
HMR_3024,False,False,True,5,3
HMR_3025,False,False,True,5,3
HMR_3026,False,False,True,4,4
HMR_3473,False,False,True,2,1
HMR_3848,False,False,True,5,4
HMR_3850,False,False,True,5,4
HMR_3867,False,False,True,4,4
HMR_3947,False,False,True,4,3
HMR_3948,False,False,True,3,3
HMR_4393,False,False,True,5,4
HMR_4468,False,False,True,5,4
HMR_4469,False,False,True,4,4
HMR_4647,False,False,True,5,4
HMR_4790,False,False,True,5,4
HMR_4890,False,False,True,5,4
HMR_4900,False,False,True,5,3
HMR_4908,False,False,True,5,4
HMR_4915,False,False,True,4,4
HMR_4924,False,False,True,5,4
HMR_4930,False,False,True,5,4
HMR_4986,False,False,True,5,4
HMR_5344,False,False,True,5,4
HMR_5346,False,False,True,5,4
HMR_5362,False,False,True,5,3
HMR_5414,False,False,True,1,3
HMR_5452,False,False,True,5,4
HMR_5453,False,False,True,4,4
HMR_6986,False,False,True,5,4
HMR_6987,False,False,True,2,3
HMR_7590,False,False,True,5,4
HMR_7596,False,False,True,5,4
HMR_7646,False,False,True,5,4
HMR_7705,False,False,True,5,4
HMR_7707,False,False,True,4,4
HMR_7771,False,False,True,4,2
HMR_7775,False,False,True,4,2
HMR_7777,False,False,True,4,4
HMR_7779,False,False,True,4,4
HMR_7782,False,False,True,5,4
HMR_7783,False,False,True,5,3
HMR_7785,False,False,True,5,3
HMR_7788,False,False,True,5,4
HMR_7790,False,False,True,5,4
HMR_7797,False,False,True,5,4
HMR_8016,False,False,True,5,4
HMR_8020,False,False,True,4,3
HMR_8414,False,False,True,5,4
HMR_8754,False,False,True,5,4
HMR_8860,False,False,True,5,2
HMR_8926,False,False,True,5,4
HMR_9179,False,False,True,5,4
HMR_9678,False,False,True,4,3
HMR_9679,False,False,True,2,3
HMR_9680,False,False,True,5,4
HMR_0984,False,False,True,2,3
HMR_1089,False,False,False,0,0
HMR_1090,False,False,True,4,3
HMR_1094,False,False,True,4,2
HMR_1095,False,False,True,5,4
HMR_2564,False,False,True,4,3
HMR_2585,False,False,True,4,4
HMR_4274,False,False,True,5,3
HMR_4275,False,False,True,5,4
HMR_4277,False,False,True,5,4
HMR_4535,False,False,True,5,4
HMR_4893,False,False,True,5,4
HMR_4904,False,False,True,5,4
HMR_4916,False,False,True,3,2
HMR_5422,False,False,True,5,4
HMR_5423,False,False,True,4,4
HMR_5424,False,False,True,4,4
HMR_6617,False,False,False,0,0
HMR_6619,False,False,True,1,1
HMR_7653,False,False,True,5,4
HMR_7664,False,False,True,4,4
HMR_7665,False,False,True,4,4
HMR_7712,False,False,True,4,3
HMR_7763,False,False,True,4,2
HMR_7764,False,False,True,5,4
HMR_7765,False,False,True,5,4
HMR_7767,False,False,True,5,4
HMR_7773,False,False,True,5,4
HMR_7786,False,False,True,5,3
HMR_7792,False,False,True,5,4
HMR_7795,False,False,True,5,3
HMR_7796,False,False,True,5,4
HMR_7855,False,False,True,3,4
HMR_7856,False,False,True,4,4
HMR_7857,False,False,True,5,3
HMR_7858,False,False,True,5,4
HMR_7859,False,False,True,4,4
HMR_7860,False,False,True,4,3
HMR_7877,False,False,True,3,4
HMR_8024,False,False,True,5,4
HMR_8028,False,False,True,4,4
HMR_8082,False,False,True,5,4
HMR_8361,False,False,True,5,4
HMR_8363,False,False,True,4,3
HMR_8412,False,False,True,5,4
HMR_8447,False,False,True,1,3
HMR_8476,False,False,True,4,3
HMR_8639,False,False,True,5,4
HMR_8789,False,False,True,5,4
HMR_8828,False,False,True,5,4
HMR_8837,False,False,True,5,3
HMR_8838,False,False,True,5,4
HMR_8839,False,False,True,5,4
HMR_8840,False,True,False,0,3
HMR_8841,False,False,True,2,2
HMR_8842,False,False,True,3,1
HMR_8843,False,False,True,5,4
HMR_8844,False,False,True,5,4
HMR_8845,False,False,True,5,3
HMR_8862,False,False,True,5,4
HMR_8868,False,False,True,5,4
HMR_8871,False,False,True,4,4
HMR_8894,False,False,True,2,1
HMR_8909,False,False,True,4,3
HMR_8918,False,False,True,3,4
HMR_9673,False,False,True,3,2
HMR_9674,False,False,True,4,3
HMR_0769,False,False,True,5,4
HMR_0791,False,False,True,4,2
HMR_0796,False,False,True,4,2
HMR_0798,False,False,True,4,3
HMR_0802,False,False,True,4,4
HMR_0831,False,False,False,0,0
HMR_0913,False,False,True,3,2
HMR_0929,True,False,False,5,0
HMR_1917,False,False,True,5,4
HMR_2087,False,False,True,3,2
HMR_2090,False,False,True,4,3
HMR_4887,False,False,True,4,4
HMR_4907,False,False,True,5,4
HMR_4962,False,False,True,4,3
HMR_5047,False,False,True,5,4
HMR_5048,False,False,False,0,0
HMR_5049,False,False,False,0,0
HMR_5050,False,False,False,0,0
HMR_5051,False,False,False,0,0
HMR_5052,False,False,False,0,0
HMR_5053,False,False,False,0,0
HMR_5054,False,False,False,0,0
HMR_5055,False,False,False,0,0
HMR_5056,False,False,False,0,0
HMR_5057,False,False,False,0,0
HMR_5058,False,False,False,0,0
HMR_5059,False,False,False,0,0
HMR_5060,False,False,False,0,0
HMR_5061,False,False,False,0,0
HMR_5062,False,False,False,0,0
HMR_5063,False,False,False,0,0
HMR_5064,False,False,False,0,0
HMR_5065,False,False,False,0,0
HMR_5066,False,False,False,0,0
HMR_5067,True,False,False,2,0
HMR_5197,False,False,False,0,0
HMR_5199,False,False,False,0,0
HMR_5201,False,False,False,0,0
HMR_5204,False,False,False,0,0
HMR_5212,False,False,False,0,0
HMR_5214,False,False,False,0,0
HMR_5217,False,False,False,0,0
HMR_5218,False,False,False,0,0
HMR_5220,False,False,False,0,0
HMR_5224,False,False,False,0,0
HMR_5226,False,False,False,0,0
HMR_5228,False,False,False,0,0
HMR_5230,False,False,False,0,0
HMR_7196,False,False,True,5,4
HMR_7199,False,False,True,5,4
HMR_7224,False,False,True,5,2
HMR_7252,False,False,True,1,3
HMR_7283,False,False,True,5,4
HMR_7374,False,False,True,5,4
HMR_7430,False,False,True,5,4
HMR_7454,False,False,True,5,4
HMR_7470,False,False,True,5,4
HMR_7483,False,False,True,5,4
HMR_7500,False,False,True,5,4
HMR_7512,False,False,True,5,2
HMR_7524,False,False,True,5,4
HMR_7540,False,False,True,5,4
HMR_7556,False,False,True,5,4
HMR_7570,False,False,True,5,4
HMR_7581,False,False,True,5,4
HMR_7584,False,False,True,2,3
HMR_7711,False,False,True,5,4
HMR_7714,False,False,True,3,2
HMR_7715,False,False,True,5,4
HMR_7718,False,False,True,3,3
HMR_7720,False,False,True,5,4
HMR_7722,False,False,True,4,3
HMR_7724,False,False,True,5,4
HMR_7726,False,False,True,2,3
HMR_7727,False,False,True,5,4
HMR_7729,False,False,True,4,2
HMR_7730,False,False,True,5,3
HMR_7732,False,False,True,5,4
HMR_7762,False,False,True,4,3
HMR_7770,False,False,True,5,4
HMR_7799,False,False,True,5,3
HMR_7907,False,False,True,5,4
HMR_7915,False,False,True,5,4
HMR_7918,False,False,True,3,4
HMR_7924,False,False,True,4,4
HMR_7927,False,False,True,3,4
HMR_8118,False,True,False,0,1
HMR_8119,False,False,True,5,4
HMR_8121,False,False,True,3,4
HMR_8123,False,False,True,3,4
HMR_8125,False,False,True,5,3
HMR_8127,False,False,True,4,3
HMR_8131,False,False,True,4,4
HMR_8134,False,False,True,4,4
HMR_8196,False,False,True,2,1
HMR_8200,False,False,True,4,2
HMR_8202,False,False,True,5,4
HMR_8203,False,False,True,4,3
HMR_8208,True,False,False,4,0
HMR_8216,False,False,True,5,3
HMR_8244,False,False,True,5,4
HMR_8370,False,False,True,5,4
HMR_8763,False,False,True,5,4
HMR_8765,False,False,True,5,4
HMR_8858,False,False,True,5,4
HMR_8875,False,False,True,5,4
HMR_8885,False,False,True,3,2
HMR_8887,False,False,True,5,4
HMR_8908,False,False,True,5,4
HMR_9672,False,False,True,4,2
HMR_0612,False,False,False,0,0
HMR_3597,False,False,True,4,3
HMR_4961,False,False,True,5,4
HMR_5045,False,False,True,5,4
HMR_5249,False,False,True,4,3
HMR_5250,False,False,False,0,0
HMR_5251,False,False,False,0,0
HMR_5252,False,False,False,0,0
HMR_5253,False,False,False,0,0
HMR_5255,False,False,False,0,0
HMR_7198,False,False,True,5,4
HMR_7284,False,False,True,5,4
HMR_9738,False,False,False,0,0
HMR_9739,False,False,False,0,0
HMR_9740,False,False,False,0,0
HMR_9741,False,False,False,0,0
HMR_9742,False,False,False,0,0
HMR_9743,False,False,False,0,0
HMR_9744,False,False,False,0,0
HMR_9745,False,False,False,0,0
HMR_9746,False,False,False,0,0
HMR_9747,False,False,False,0,0
HMR_9748,False,False,False,0,0
HMR_9749,False,False,False,0,0
HMR_9750,False,False,False,0,0
HMR_9751,False,False,False,0,0
HMR_9752,False,False,False,0,0
HMR_9753,False,False,False,0,0
HMR_9754,False,False,False,0,0
HMR_9755,False,False,False,0,0
HMR_9756,False,False,False,0,0
HMR_9757,False,False,False,0,0
HMR_9758,False,False,False,0,0
HMR_9759,False,False,False,0,0
HMR_9760,False,False,False,0,0
HMR_9761,False,False,False,0,0
HMR_9762,False,True,False,0,1
HMR_9763,False,False,False,0,0
HMR_9764,False,False,False,0,0
HMR_9765,False,False,False,0,0
HMR_9766,False,False,False,0,0
HMR_9767,False,False,False,0,0
HMR_9768,False,False,False,0,0
HMR_9769,False,False,False,0,0
HMR_9770,False,False,False,0,0
HMR_9771,False,False,False,0,0
HMR_9772,False,False,False,0,0
HMR_9773,False,False,False,0,0
HMR_9774,False,False,False,0,0
HMR_9775,False,False,False,0,0
HMR_9776,False,False,False,0,0
HMR_9777,False,False,False,0,0
HMR_9778,False,False,False,0,0
HMR_9779,False,False,False,0,0
HMR_9780,False,False,False,0,0
HMR_9781,False,False,False,0,0
HMR_9782,False,False,False,0,0
HMR_9783,False,False,False,0,0
HMR_9784,False,False,False,0,0
HMR_9785,False,False,False,0,0
HMR_9786,False,False,False,0,0
HMR_9787,False,False,False,0,0
HMR_9788,False,True,False,0,1
HMR_9789,False,False,False,0,0
HMR_9790,False,False,False,0,0
HMR_9791,False,False,False,0,0
HMR_9792,False,True,False,0,1
HMR_9793,False,False,False,0,0
HMR_9794,False,False,False,0,0
HMR_9795,False,False,False,0,0
HMR_9796,False,False,False,0,0
HMR_0731,True,False,False,2,0
HMR_0732,False,False,True,4,2
HMR_0734,False,False,True,5,3
HMR_0918,False,False,True,5,4
HMR_1916,False,False,True,5,4
HMR_4892,False,False,True,5,4
HMR_4955,False,False,False,0,0
HMR_7201,False,False,True,5,4
HMR_7204,False,False,True,5,4
HMR_7331,False,False,True,5,4
HMR_7431,False,False,True,5,4
HMR_7433,False,False,True,5,4
HMR_7434,False,False,True,5,4
HMR_7437,False,True,False,0,1
HMR_7675,False,False,True,4,4
HMR_7693,False,False,True,5,4
