reaction,healthy_only,covid_only,shared,n_healthy_active,n_covid_active
HMR_3129,True,False,False,2,0
HMR_3130,False,False,True,5,4
HMR_3132,False,False,True,5,4
HMR_3135,False,False,True,5,4
HMR_3136,False,False,True,2,1
HMR_3137,False,False,True,5,4
HMR_3139,False,False,True,5,4
HMR_3142,False,False,True,5,3
HMR_3143,False,False,True,2,1
HMR_3144,False,False,True,5,4
HMR_3146,False,False,True,5,4
HMR_3149,False,False,True,5,3
HMR_3150,False,False,True,5,4
HMR_3151,False,False,True,5,4
HMR_3153,False,False,True,5,4
HMR_3156,False,False,True,5,3
HMR_3157,False,False,True,5,4
HMR_3158,False,False,True,5,4
HMR_3160,False,False,True,5,4
HMR_3398,False,False,True,5,4
HMR_3406,False,False,True,4,4
HMR_3407,False,False,True,5,4
HMR_3408,False,False,True,4,4
HMR_3409,False,False,True,4,4
HMR_3411,False,False,True,4,4
HMR_3413,False,False,True,4,4
HMR_3414,False,False,True,3,3
HMR_3416,False,False,True,3,3
HMR_3421,False,False,True,5,4
HMR_3422,False,False,True,5,4
HMR_3423,False,False,True,5,4
HMR_3424,False,False,True,5,4
HMR_3425,False,False,True,5,4
HMR_3426,False,False,True,5,4
HMR_9719,False,False,True,5,4
HMR_3427,False,False,True,5,4
HMR_3428,False,False,True,5,4
HMR_3429,False,False,True,5,4
HMR_3430,False,False,True,5,4
HMR_3431,False,False,True,5,4
HMR_3432,False,False,True,5,4
HMR_3433,False,False,True,5,4
HMR_3170,False,False,True,5,4
HMR_3171,False,False,True,5,4
HMR_3172,False,False,True,5,4
HMR_3173,False,False,True,5,4
HMR_3174,False,False,True,5,4
HMR_3175,False,False,True,5,4
HMR_3176,False,False,True,5,4
HMR_3177,False,False,True,5,4
HMR_3178,False,False,True,5,4
HMR_3179,False,False,True,5,4
HMR_3180,False,False,True,5,4
HMR_3181,False,False,True,5,4
HMR_3182,False,False,True,5,4
HMR_3183,False,False,True,5,4
HMR_3184,False,False,True,5,4
HMR_3185,False,False,True,5,4
HMR_3186,False,False,True,5,4
HMR_3187,False,False,True,5,4
HMR_3188,False,False,True,5,4
HMR_3189,False,False,True,5,4
HMR_3190,False,False,True,5,4
HMR_3191,False,False,True,5,4
HMR_3192,False,False,True,5,4
HMR_3193,False,False,True,5,4
HMR_3194,False,False,True,5,4
HMR_3195,False,False,True,5,4
HMR_3196,False,False,True,5,4
HMR_3197,False,False,True,5,4
HMR_3198,False,False,True,5,4
HMR_3199,False,False,True,5,4
HMR_3200,False,False,True,5,4
HMR_3201,False,False,True,5,4
HMR_3202,False,False,True,5,4
HMR_3203,False,False,True,5,4
HMR_3204,False,False,True,5,4
HMR_3205,False,False,True,5,4
HMR_3396,False,False,False,0,0
HMR_3397,False,False,False,0,0
HMR_3240,False,False,True,5,4
HMR_3241,False,False,True,5,4
HMR_3242,False,False,True,5,4
HMR_3243,False,False,True,5,4
HMR_3244,False,False,True,5,4
HMR_3245,False,False,True,5,4
HMR_3246,False,False,True,5,4
HMR_3247,False,False,True,5,4
HMR_3250,False,False,True,5,4
HMR_3252,False,False,True,5,4
HMR_3254,False,False,True,5,4
HMR_3256,False,False,True,5,4
HMR_3258,False,False,True,5,4
HMR_3260,False,False,True,5,4
HMR_3262,False,False,True,5,4
HMR_3264,False,False,True,5,4
HMR_3272,False,False,True,5,4
HMR_3356,False,False,True,5,4
HMR_3357,False,False,True,4,3
HMR_3358,False,False,True,4,3
HMR_3359,False,False,True,4,3
HMR_3360,False,False,True,4,3
HMR_3361,False,False,True,4,1
HMR_3362,False,False,True,4,1
HMR_3363,False,False,True,4,1
HMR_3218,False,False,True,5,4
HMR_3219,False,False,True,5,4
HMR_3220,False,False,True,5,4
HMR_3221,False,False,True,5,4
HMR_3222,False,False,True,5,4
HMR_3223,False,False,True,5,4
HMR_3224,False,False,True,5,4
HMR_3225,False,False,True,5,4
HMR_3226,False,False,True,5,4
HMR_3227,False,False,True,5,4
HMR_3228,False,False,True,5,4
HMR_3229,False,False,True,5,4
HMR_3230,False,False,True,5,4
HMR_3231,False,False,True,5,4
HMR_3232,False,False,True,5,4
HMR_3233,False,False,True,5,4
HMR_3234,False,False,True,5,4
HMR_3235,False,False,True,5,4
HMR_3236,False,False,True,5,4
HMR_3237,False,False,True,5,4
HMR_3239,False,False,True,5,4
HMR_3275,False,False,True,5,4
HMR_3277,False,False,True,5,4
HMR_3278,False,False,True,5,4
HMR_3279,False,False,True,5,4
HMR_3280,False,False,True,5,4
HMR_3281,False,False,True,5,4
HMR_3282,False,False,True,5,4
HMR_3283,False,False,True,5,4
HMR_3284,False,False,True,5,4
HMR_3285,False,False,True,5,4
HMR_3286,False,False,True,5,4
HMR_3287,False,False,True,5,4
HMR_3288,False,False,True,5,4
HMR_3290,False,False,True,5,4
HMR_3292,False,False,True,5,4
HMR_3293,False,False,True,5,4
HMR_3294,False,False,True,5,4
HMR_3296,False,False,True,5,4
HMR_3298,False,False,True,5,4
HMR_1174,False,False,True,5,4
HMR_1175,False,False,True,5,4
HMR_1176,False,False,True,5,4
HMR_1177,False,False,True,5,4
HMR_1178,False,False,True,5,4
HMR_1179,False,False,True,5,4
HMR_1180,False,False,True,5,4
HMR_1181,False,False,True,5,4
HMR_1182,False,False,True,5,4
HMR_1183,False,False,True,5,4
HMR_1184,False,False,True,5,4
HMR_1216,False,False,True,5,4
HMR_1217,False,False,True,5,4
HMR_1218,False,False,True,5,4
HMR_1219,False,False,True,5,4
HMR_1220,False,False,True,5,4
HMR_1221,False,False,True,5,4
HMR_1222,False,False,True,5,4
HMR_1223,False,False,True,5,4
HMR_1224,False,False,True,5,4
HMR_1225,False,False,True,5,4
HMR_1226,False,False,True,5,4
HMR_1573,False,False,True,4,2
HMR_6901,False,False,True,5,4
HMR_6903,False,False,True,5,4
HMR_6904,True,False,False,5,0
HMR_6905,False,False,True,5,4
HMR_6906,False,False,True,5,4
HMR_6907,False,False,True,5,4
HMR_6908,False,False,True,5,4
HMR_6909,False,False,True,5,4
HMR_6910,False,False,True,5,4
HMR_1644,False,False,True,2,1
HMR_1651,False,False,True,5,3
HMR_1920,False,False,False,0,0
HMR_1924,True,False,False,1,0
HMR_1926,True,False,False,1,0
HMR_1927,True,False,False,1,0
HMR_1928,True,False,False,1,0
HMR_1929,True,False,False,1,0
HMR_1940,False,False,False,0,0
HMR_1941,False,False,False,0,0
HMR_1948,False,False,False,0,0
HMR_1949,False,False,False,0,0
HMR_1989,False,False,False,0,0
HMR_1990,False,False,False,0,0
HMR_1991,False,False,False,0,0
HMR_1992,False,False,False,0,0
HMR_1993,False,False,False,0,0
HMR_2002,False,False,True,2,2
HMR_2004,False,False,True,1,1
HMR_2005,False,False,False,0,0
HMR_2007,False,False,False,0,0
HMR_2009,False,False,False,0,0
HMR_2010,False,False,False,0,0
HMR_2011,False,False,False,0,0
HMR_4766,True,False,False,1,0
HMR_7648,False,False,False,0,0
HMR_7928,False,False,False,0,0
HMR_7930,False,False,True,1,1
HMR_7931,False,True,False,0,1
HMR_7932,False,False,False,0,0
HMR_7934,False,False,False,0,0
HMR_7935,False,False,True,4,2
HMR_7936,True,False,False,1,0
HMR_7937,False,True,False,0,1
HMR_7938,False,True,False,0,1
HMR_7939,False,False,False,0,0
HMR_7940,False,False,False,0,0
HMR_7941,True,False,False,1,0
HMR_7942,False,False,True,2,4
HMR_7943,True,False,False,2,0
HMR_7945,False,False,False,0,0
HMR_7948,False,False,False,0,0
HMR_7950,False,False,False,0,0
HMR_7952,False,False,False,0,0
HMR_7954,False,False,False,0,0
HMR_7955,False,False,True,1,1
HMR_7957,False,False,True,4,2
HMR_7958,False,False,False,0,0
HMR_7959,False,False,False,0,0
HMR_7962,False,False,False,0,0
HMR_7965,False,False,False,0,0
HMR_7968,False,False,True,2,1
HMR_2041,True,False,False,1,0
HMR_7970,False,False,True,5,2
HMR_7971,False,False,True,4,1
HMR_7972,False,False,True,2,1
HMR_7973,True,False,False,2,0
HMR_7974,False,False,False,0,0
HMR_7976,False,False,True,5,3
HMR_7978,False,False,False,0,0
HMR_7984,False,False,True,1,1
HMR_7987,False,False,False,0,0
HMR_1944,True,False,False,4,0
HMR_1945,True,False,False,1,0
HMR_1952,False,False,False,0,0
HMR_1953,False,False,False,0,0
HMR_1958,False,False,False,0,0
HMR_1959,True,False,False,2,0
HMR_1960,False,False,True,3,1
HMR_1962,False,False,False,0,0
HMR_1963,False,False,False,0,0
HMR_1967,True,False,False,2,0
HMR_1968,True,False,False,1,0
HMR_1969,False,False,False,0,0
HMR_1970,True,False,False,2,0
HMR_1971,True,False,False,1,0
HMR_1973,False,False,True,4,1
HMR_1974,True,False,False,1,0
HMR_1976,False,False,False,0,0
HMR_1977,False,False,False,0,0
HMR_1978,False,False,True,1,1
HMR_1982,True,False,False,1,0
HMR_1983,True,False,False,1,0
HMR_2014,False,False,True,1,1
HMR_2015,False,False,True,3,2
HMR_2016,False,False,True,5,2
HMR_2017,False,False,True,5,2
HMR_2018,False,False,True,5,2
HMR_2019,False,False,True,5,2
HMR_2020,False,False,True,3,3
HMR_2025,False,False,False,0,0
HMR_1440,False,False,True,4,3
HMR_1445,False,False,True,5,1
HMR_1448,False,False,True,5,3
HMR_1454,False,False,True,5,2
HMR_1465,False,False,True,5,4
HMR_1467,False,False,True,5,4
HMR_1470,False,False,True,5,4
HMR_1473,False,False,True,5,4
HMR_1477,False,False,True,5,1
HMR_1478,False,False,True,5,1
HMR_1479,False,False,True,5,1
HMR_1484,False,False,True,5,4
HMR_1490,False,False,True,5,4
HMR_1493,False,False,True,5,4
HMR_1494,False,False,True,5,4
HMR_1495,False,False,True,5,4
HMR_1496,False,False,True,5,4
HMR_1500,False,False,True,5,4
HMR_1502,False,False,True,5,4
HMR_1503,False,False,True,5,4
HMR_1504,False,False,True,5,4
HMR_1505,False,False,True,5,4
HMR_1509,False,False,True,5,4
HMR_1512,False,False,True,5,4
HMR_1516,False,False,True,1,1
HMR_1519,False,False,True,1,1
HMR_1526,False,False,True,5,2
HMR_1533,False,False,True,5,4
HMR_1557,False,False,True,3,2
HMR_1558,False,False,True,2,3
HMR_1565,False,False,True,2,1
HMR_1535,False,False,True,5,4
HMR_1536,False,False,True,5,4
HMR_1538,False,False,True,5,4
HMR_1539,False,False,True,5,4
HMR_1540,False,False,True,5,4
HMR_1543,False,False,True,5,4
HMR_1544,False,False,True,5,4
HMR_1545,False,False,True,5,4
HMR_1546,False,False,True,5,4
HMR_1547,False,False,True,5,4
HMR_1548,False,False,True,5,4
HMR_1549,False,False,True,5,4
HMR_1550,False,False,True,5,4
HMR_1551,False,False,True,5,4
HMR_1552,False,False,True,5,4
HMR_1553,False,False,True,5,4
HMR_1437,False,False,True,5,3
HMR_1451,False,False,True,5,1
HMR_1457,False,False,True,5,4
HMR_1460,False,False,True,5,4
HMR_1570,False,False,True,5,3
HMR_1576,True,False,False,3,0
HMR_1577,False,False,True,5,3
HMR_3105,False,True,False,0,2
HMR_4630,False,False,True,5,3
HMR_2029,True,False,False,1,0
HMR_2030,False,False,True,5,2
HMR_2031,False,False,True,5,2
HMR_2032,False,False,True,5,2
HMR_2033,False,False,True,5,2
HMR_2034,False,False,True,5,2
HMR_2036,True,False,False,1,0
HMR_2037,False,False,True,4,1
HMR_2038,False,False,True,4,1
HMR_2042,False,False,True,5,2
HMR_2045,False,False,True,5,4
HMR_2046,True,False,False,2,0
HMR_2047,True,False,False,1,0
HMR_2053,False,False,False,0,0
HMR_2054,False,False,True,1,1
HMR_2055,False,False,False,0,0
HMR_2058,False,False,True,5,4
HMR_2088,False,False,True,5,4
HMR_2089,False,False,True,5,4
HMR_3538,False,False,False,0,0
HMR_3539,False,False,False,0,0
HMR_3540,False,False,False,0,0
HMR_3541,False,False,False,0,0
HMR_3542,False,False,False,0,0
HMR_3543,False,False,False,0,0
HMR_3544,False,False,False,0,0
HMR_3545,False,True,False,0,1
HMR_3546,False,False,False,0,0
HMR_3547,False,False,False,0,0
HMR_3548,False,False,False,0,0
HMR_3549,False,False,False,0,0
HMR_3550,False,False,False,0,0
HMR_3551,False,True,False,0,1
HMR_3552,False,True,False,0,1
HMR_3553,False,False,False,0,0
HMR_3554,False,False,False,0,0
HMR_3555,False,False,False,0,0
HMR_3556,False,False,False,0,0
HMR_3557,False,False,False,0,0
HMR_3558,False,False,False,0,0
HMR_3559,False,False,False,0,0
HMR_3560,False,False,False,0,0
HMR_3561,False,False,False,0,0
HMR_3562,False,False,False,0,0
HMR_3563,False,False,False,0,0
HMR_3564,False,False,False,0,0
HMR_3565,False,False,False,0,0
HMR_3566,False,False,False,0,0
HMR_3567,False,False,False,0,0
HMR_3568,False,False,False,0,0
HMR_3569,False,False,False,0,0
HMR_3570,False,False,False,0,0
HMR_3571,False,False,False,0,0
HMR_3572,False,False,False,0,0
HMR_3573,False,False,False,0,0
HMR_3574,False,False,False,0,0
HMR_3575,False,False,False,0,0
HMR_3576,False,False,False,0,0
HMR_3577,False,False,False,0,0
HMR_3578,False,False,False,0,0
HMR_3579,False,False,False,0,0
HMR_3580,False,False,False,0,0
HMR_3581,False,False,False,0,0
HMR_3582,False,False,False,0,0
HMR_3583,False,False,False,0,0
HMR_3584,False,False,False,0,0
HMR_3585,False,False,False,0,0
HMR_3586,False,True,False,0,1
HMR_3587,False,False,False,0,0
HMR_3588,False,False,False,0,0
HMR_3589,False,True,False,0,1
HMR_3590,False,False,False,0,0
HMR_3591,False,False,False,0,0
HMR_3592,False,False,False,0,0
HMR_3593,False,False,False,0,0
HMR_3594,False,False,False,0,0
HMR_3595,False,False,False,0,0
HMR_3596,False,False,False,0,0
HMR_3625,False,False,True,5,3
HMR_3626,False,False,True,5,3
HMR_3627,False,False,True,5,3
HMR_3628,False,False,True,5,3
HMR_3629,False,False,True,5,3
HMR_3630,False,False,True,5,3
HMR_3631,False,False,True,5,3
HMR_3632,False,False,True,4,4
HMR_3633,False,False,True,5,3
HMR_3634,False,False,False,0,0
HMR_3635,False,False,True,5,3
HMR_3636,False,False,True,5,3
HMR_3637,False,False,True,5,3
HMR_3638,False,False,True,4,4
HMR_3639,False,False,True,5,3
HMR_3640,False,False,True,5,3
HMR_3641,False,False,True,4,4
HMR_3642,False,False,True,5,3
HMR_3643,False,False,False,0,0
HMR_3644,False,False,True,5,3
HMR_3645,False,False,True,5,3
HMR_3646,False,False,True,5,3
HMR_3647,False,False,True,5,3
HMR_3648,False,False,True,5,3
HMR_3649,False,False,True,5,3
HMR_3650,False,False,True,5,3
HMR_3651,False,False,True,5,3
HMR_3652,False,False,True,5,3
HMR_3653,False,False,True,5,3
HMR_3654,False,False,True,5,3
HMR_3655,False,False,True,5,3
HMR_3656,False,False,True,5,3
HMR_3657,False,False,True,5,3
HMR_3658,False,False,True,5,3
HMR_3659,False,False,True,5,3
HMR_3660,False,False,True,5,3
HMR_3661,False,False,True,5,3
HMR_3662,False,False,True,5,3
HMR_3663,False,False,True,5,3
HMR_3664,False,False,True,5,3
HMR_3665,False,False,True,5,3
HMR_3666,False,False,True,5,3
HMR_3667,False,False,True,5,3
HMR_3668,False,False,True,5,3
HMR_3669,False,False,True,5,3
HMR_3670,False,False,True,5,3
HMR_3671,False,False,False,0,0
HMR_3672,False,False,False,0,0
HMR_3673,False,False,True,4,4
HMR_3674,False,False,True,5,3
HMR_3675,False,False,True,5,3
HMR_3676,False,False,True,5,4
HMR_3677,False,False,True,5,3
HMR_3678,False,False,True,5,3
HMR_3679,False,False,True,5,3
HMR_3680,False,False,True,5,3
HMR_3681,False,False,True,5,3
HMR_3682,False,False,True,5,3
HMR_3683,False,False,False,0,0
HMR_3684,False,False,True,5,3
HMR_3685,False,False,True,5,3
HMR_3686,False,False,True,5,3
HMR_3687,False,False,True,5,3
HMR_3688,False,False,True,5,3
HMR_3689,False,False,True,5,3
HMR_3690,False,False,True,5,3
HMR_3691,False,False,True,5,4
HMR_3692,False,False,True,5,3
HMR_3693,False,False,True,5,4
HMR_3694,False,False,True,5,3
HMR_3695,False,False,True,5,3
HMR_3696,False,False,True,5,3
HMR_3697,False,False,True,5,4
HMR_3698,False,False,True,5,3
HMR_3699,False,False,True,5,3
HMR_3700,False,False,True,5,4
HMR_3701,False,False,True,5,3
HMR_3703,False,False,True,5,3
HMR_3704,False,False,True,5,3
HMR_3705,False,False,True,5,3
HMR_3706,False,False,True,5,3
HMR_3707,False,False,True,5,3
HMR_3708,False,False,True,5,3
HMR_3709,False,False,True,5,3
HMR_3710,False,False,True,5,3
HMR_3711,False,False,True,5,3
HMR_3712,False,False,True,5,3
HMR_3713,False,False,True,5,3
HMR_3714,False,False,True,5,3
HMR_3715,False,False,True,5,3
HMR_3716,False,False,True,5,3
HMR_3717,False,False,True,5,3
HMR_3718,False,False,True,5,3
HMR_3719,False,False,True,5,3
HMR_3720,False,False,True,5,3
HMR_3721,False,False,True,5,3
HMR_3722,False,False,True,5,3
HMR_3723,False,False,True,5,3
HMR_3724,False,False,True,5,3
HMR_3725,False,False,True,5,3
HMR_3726,False,False,True,5,3
HMR_3727,False,False,True,5,3
HMR_3728,False,False,True,5,3
HMR_3729,False,False,True,5,3
HMR_3732,False,False,True,5,4
HMR_3733,False,False,True,5,3
HMR_3734,False,False,True,5,3
HMR_3735,False,False,True,5,4
HMR_3736,False,False,True,5,3
HMR_3737,False,False,True,5,3
HMR_3738,False,False,True,5,3
HMR_3739,False,False,True,5,3
HMR_3740,False,False,True,5,3
HMR_3741,False,False,True,5,3
HMR_0735,True,False,False,2,0
HMR_0736,False,False,True,3,4
HMR_0738,False,False,True,5,4
HMR_0741,False,False,True,5,4
HMR_0744,True,False,False,5,0
HMR_0746,False,False,True,5,4
HMR_0748,False,False,True,5,4
HMR_0750,False,False,True,5,4
HMR_0753,False,False,True,5,4
HMR_0754,False,False,True,5,3
HMR_0758,False,False,True,5,4
HMR_0760,False,False,True,5,4
HMR_0761,False,False,True,5,4
HMR_0762,False,False,True,5,3
HMR_0763,False,False,True,5,4
HMR_0765,False,False,True,5,4
HMR_0766,False,False,True,5,4
HMR_0767,False,False,True,5,4
HMR_0773,False,False,True,5,4
HMR_0775,False,False,True,5,4
HMR_0779,False,False,True,5,4
HMR_0781,False,False,True,5,4
HMR_0783,False,False,False,0,0
HMR_0795,False,False,False,0,0
HMR_8147,True,False,False,1,0
HMR_8148,False,False,True,4,3
HMR_8149,False,False,True,4,2
HMR_8150,True,False,False,1,0
HMR_8151,True,False,False,1,0
HMR_8152,True,False,False,1,0
HMR_8155,False,False,False,0,0
HMR_8156,False,False,False,0,0
HMR_8159,False,False,False,0,0
HMR_8162,False,False,False,0,0
HMR_8165,False,False,False,0,0
HMR_8166,True,False,False,2,0
HMR_8167,True,False,False,2,0
HMR_8168,False,False,False,0,0
HMR_8169,False,False,False,0,0
HMR_8170,False,False,False,0,0
HMR_8171,True,False,False,2,0
HMR_8172,True,False,False,1,0
HMR_8173,True,False,False,1,0
HMR_8174,False,False,False,0,0
HMR_8175,False,False,False,0,0
HMR_8176,False,False,False,0,0
HMR_8177,False,False,False,0,0
HMR_8178,False,False,False,0,0
HMR_8179,False,False,False,0,0
HMR_8180,False,False,False,0,0
HMR_8181,False,False,False,0,0
HMR_8182,False,False,False,0,0
HMR_8183,False,False,False,0,0
HMR_8184,False,False,False,0,0
HMR_8185,False,False,False,0,0
HMR_8186,False,False,False,0,0
HMR_8187,False,False,False,0,0
HMR_8188,False,False,False,0,0
HMR_8189,False,False,False,0,0
HMR_8190,False,False,False,0,0
HMR_8191,False,False,False,0,0
HMR_8192,False,False,False,0,0
HMR_8194,True,False,False,2,0
HMR_8197,True,False,False,2,0
HMR_8198,False,False,True,4,2
HMR_8201,False,False,True,4,2
HMR_0786,False,False,False,0,0
HMR_8206,True,False,False,4,0
HMR_8209,True,False,False,4,0
HMR_8210,False,False,True,3,2
HMR_8211,False,False,True,5,3
HMR_8212,True,False,False,1,0
HMR_8217,False,False,True,5,3
HMR_8219,False,False,True,5,4
HMR_8220,False,False,True,5,3
HMR_8221,False,False,False,0,0
HMR_8224,False,False,False,0,0
HMR_8226,False,False,False,0,0
HMR_8227,False,False,False,0,0
HMR_8228,False,False,False,0,0
HMR_8233,False,False,True,1,1
HMR_8235,False,False,False,0,0
HMR_8238,False,True,False,0,1
HMR_8242,False,False,False,0,0
HMR_8245,False,False,False,0,0
HMR_8246,False,False,False,0,0
HMR_8248,False,False,True,1,2
HMR_8249,True,False,False,1,0
HMR_8250,True,False,False,1,0
HMR_8251,True,False,False,1,0
HMR_0453,False,False,True,5,4
HMR_0456,False,False,True,5,4
HMR_0458,False,False,True,5,4
HMR_0459,False,False,True,5,4
HMR_0486,False,False,True,2,1
HMR_0487,False,False,True,2,1
HMR_0488,False,False,True,2,1
HMR_0489,False,False,True,2,1
HMR_0490,False,False,True,2,1
HMR_0491,False,False,True,2,1
HMR_0492,False,False,True,2,1
HMR_0493,False,False,True,2,1
HMR_0494,False,False,True,2,1
HMR_0495,False,False,True,5,4
HMR_0496,False,False,True,2,1
HMR_0497,False,False,True,2,1
HMR_0498,False,False,True,2,1
HMR_0499,False,False,True,2,1
HMR_0500,False,False,True,2,1
HMR_0501,False,False,True,2,1
HMR_0502,False,False,True,2,1
HMR_0503,False,False,True,2,1
HMR_0504,False,False,True,2,1
HMR_0505,False,False,True,2,1
HMR_0506,False,False,True,2,1
HMR_0507,False,False,True,2,1
HMR_0508,False,False,True,2,1
HMR_0509,False,False,True,2,1
HMR_0510,False,False,True,2,1
HMR_0511,False,False,True,2,1
HMR_0512,False,False,True,2,1
HMR_0513,False,False,True,2,1
HMR_0514,False,False,True,2,1
HMR_0515,False,False,True,2,1
HMR_0516,False,False,True,2,1
HMR_0517,False,False,True,2,1
HMR_0518,False,False,True,2,1
HMR_0519,False,False,True,2,1
HMR_0520,False,False,True,2,1
HMR_0521,False,False,True,2,1
HMR_0522,False,False,True,2,1
HMR_0523,False,False,True,2,1
HMR_0524,False,False,True,2,1
HMR_0525,False,False,True,2,1
HMR_0526,False,False,True,2,1
HMR_0527,False,False,True,2,1
HMR_0528,False,False,True,2,1
HMR_0529,False,False,True,2,1
HMR_0530,False,False,True,2,1
HMR_0531,False,False,True,2,1
HMR_0532,False,False,True,2,1
HMR_0533,False,False,True,2,1
HMR_0534,False,False,True,2,1
HMR_0535,False,False,True,2,1
HMR_0536,False,False,True,2,1
HMR_0537,False,False,True,2,1
HMR_0538,False,False,True,2,1
HMR_0539,False,False,True,2,1
HMR_0540,False,False,True,2,1
HMR_0541,False,False,True,2,1
HMR_0542,False,False,True,2,1
HMR_0543,False,False,True,2,1
HMR_0544,False,False,True,2,1
HMR_0588,False,False,True,5,4
HMR_0596,False,False,True,5,4
HMR_0673,False,False,True,4,3
HMR_0674,False,False,True,4,3
HMR_0675,False,False,True,4,3
HMR_0676,False,False,True,4,3
HMR_0677,False,False,True,4,3
HMR_0678,False,False,True,4,3
HMR_4296,True,False,False,1,0
HMR_4390,False,False,True,5,3
HMR_5254,False,False,False,0,0
HMR_0448,False,False,True,4,2
HMR_0450,False,False,True,4,2
HMR_0468,False,False,True,5,4
HMR_0478,False,False,True,4,2
HMR_0479,False,False,True,5,4
HMR_0481,False,False,True,5,4
HMR_0483,False,False,True,2,3
HMR_0482,False,False,True,2,3
HMR_0579,False,False,True,5,4
HMR_0580,False,False,True,5,4
HMR_0581,False,False,True,5,4
HMR_0582,False,False,True,1,3
HMR_0584,False,False,True,1,4
HMR_0586,False,False,True,2,2
HMR_0589,False,False,True,5,4
HMR_0590,False,False,True,5,4
HMR_0591,False,False,True,5,4
HMR_0592,False,False,True,5,4
HMR_0593,False,False,True,5,4
HMR_0594,False,False,True,5,4
HMR_0597,False,False,True,5,4
HMR_0598,False,False,True,5,4
HMR_0599,False,False,True,5,4
HMR_0600,False,False,True,5,4
HMR_0601,False,False,True,5,4
HMR_0602,False,False,True,5,4
HMR_0607,False,False,True,3,4
HMR_0610,False,False,True,5,4
HMR_0614,False,False,True,5,4
HMR_0615,False,False,True,3,3
HMR_0616,False,False,True,3,3
HMR_0622,False,False,True,5,3
HMR_0623,False,True,False,0,3
HMR_0625,False,False,True,5,4
HMR_0627,False,False,True,5,3
HMR_0629,False,False,True,5,3
HMR_0630,False,False,True,5,4
HMR_0632,False,False,True,5,4
HMR_0633,False,False,True,5,4
HMR_0634,False,False,True,5,3
HMR_0635,False,False,True,4,3
HMR_0636,False,False,True,5,4
HMR_0638,False,False,True,5,4
HMR_0640,True,False,False,2,0
HMR_0641,False,False,True,4,1
HMR_0642,False,False,True,5,4
HMR_0643,False,False,True,5,4
HMR_0644,False,False,True,5,4
HMR_0645,False,False,True,5,4
HMR_0646,False,False,True,4,3
HMR_0647,False,False,False,0,0
HMR_0648,False,False,True,5,4
HMR_0649,False,False,False,0,0
HMR_0651,False,False,True,5,4
HMR_0653,True,False,False,5,0
HMR_0654,True,False,False,5,0
HMR_0657,True,False,False,5,0
HMR_0660,False,False,True,5,4
HMR_4627,False,False,True,5,4
HMR_4838,False,False,True,5,4
HMR_4839,False,False,True,5,4
HMR_7591,False,False,True,5,4
HMR_7594,False,False,True,5,4
HMR_7597,False,False,True,5,4
HMR_7611,False,False,True,5,4
HMR_7612,False,False,True,1,1
HMR_7613,False,False,True,3,4
HMR_7755,False,False,False,0,0
HMR_8362,False,False,True,2,1
HMR_8421,False,False,True,4,1
HMR_8424,False,False,False,0,0
HMR_8518,False,False,True,5,4
HMR_8519,False,False,True,1,1
HMR_8521,False,False,True,5,4
HMR_8522,True,False,False,2,0
HMR_8523,False,False,True,5,3
HMR_8525,False,False,True,5,3
HMR_9805,False,False,False,0,0
HMR_0815,False,False,True,5,4
HMR_0816,False,False,True,5,4
HMR_0817,False,False,True,4,4
HMR_0819,False,False,False,0,0
HMR_0820,False,False,True,4,4
HMR_0821,False,False,True,5,4
HMR_0822,False,False,True,2,4
HMR_0823,False,False,True,2,1
HMR_0824,False,False,False,0,0
HMR_0825,False,False,True,5,4
HMR_0827,False,False,False,0,0
HMR_0828,False,False,True,5,4
HMR_0829,True,False,False,2,0
HMR_0830,False,False,False,0,0
HMR_0837,False,False,True,4,4
HMR_0838,False,False,True,5,4
HMR_0839,False,False,True,2,2
HMR_0841,False,False,False,0,0
HMR_0842,True,False,False,2,0
HMR_0843,True,False,False,2,0
HMR_0844,False,False,True,3,3
HMR_0845,False,False,True,5,4
HMR_0846,False,False,True,5,4
HMR_0847,False,False,True,5,4
HMR_0848,False,False,False,0,0
HMR_0849,False,False,True,5,4
HMR_0850,False,False,True,5,4
HMR_0851,False,False,False,0,0
HMR_0852,False,False,True,2,3
HMR_0853,False,False,True,2,2
HMR_0854,False,False,True,2,2
HMR_0855,False,False,False,0,0
HMR_0801,False,False,True,5,4
HMR_0803,False,False,True,3,1
HMR_0805,False,False,True,3,3
HMR_0806,False,False,True,2,1
HMR_0807,False,False,True,5,3
HMR_0809,False,False,False,0,0
HMR_0810,False,False,True,4,2
HMR_0811,False,False,True,4,2
HMR_0812,False,False,False,0,0
HMR_0814,False,False,False,0,0
HMR_0859,False,False,True,5,4
HMR_0860,False,False,True,3,1
HMR_0864,True,False,False,2,0
HMR_0865,False,False,True,1,1
HMR_0866,False,False,True,1,1
HMR_0867,True,False,False,2,0
HMR_0868,False,False,False,0,0
HMR_0870,True,False,False,2,0
HMR_0873,True,False,False,3,0
HMR_0875,False,False,True,5,4
HMR_0876,False,False,False,0,0
HMR_0877,False,False,False,0,0
HMR_0878,False,False,False,0,0
HMR_0883,False,False,True,2,1
HMR_0884,False,False,True,2,1
HMR_0885,False,False,True,2,1
HMR_0886,False,False,True,2,1
HMR_0887,False,False,False,0,0
HMR_0889,False,False,True,5,4
HMR_0890,False,False,True,5,4
HMR_0891,False,False,True,5,2
